YEAR;MONTH;FLIGHT_NUMBER;ORIGIN;DESTINATION;DURATION;DELAY
2013;6;5017;BHX;JER;96;31
2011;1;5005;CGN;MAD;101;-9
2011;1;5023;GLA;SXF;168;3
2010;10;5021;LTN;MAN;200;0
2012;7;5014;ACE;SVQ;52;12
2012;3;5018;JER;LCY;138;3
2011;9;5005;CGN;MAD;127;17
2011;3;5017;BHX;JER;99;34
2012;3;5000;TIA;MPL;99;-1
2013;3;5011;AMS;BGO;196;16
2010;1;5015;SVQ;IST;83;23
2011;11;5012;BGO;OSL;149;-1
2010;5;5015;SVQ;IST;72;12
2011;2;5023;GLA;SXF;167;2
2012;7;5005;CGN;MAD;100;-10
2013;8;5011;AMS;BGO;198;18
2011;2;5026;TXL;DUS;110;10
2013;7;5016;IST;BHX;85;10
2013;10;5012;null;OSL;178;28
2013;5;5021;LTN;MAN;235;35
2012;11;5025;CDG;TXL;64;-6
2013;10;5019;LCY;LPL;158;28
2011;2;5012;BGO;OSL;183;33
2010;12;5018;JER;LCY;150;15
2013;6;5000;TIA;MPL;129;29
2011;8;5018;JER;LCY;149;14
2010;3;5020;LPL;LTN;155;0
2010;9;5015;SVQ;IST;55;-5
2010;3;5013;OSL;ACE;192;22
2012;3;5014;ACE;SVQ;68;28
2010;4;5009;LUX;TGD;126;26
2010;9;5021;LTN;MAN;234;34
2012;5;5009;LUX;TGD;133;33
2010;12;5015;SVQ;IST;72;12
2011;3;5006;MAD;BCN;93;8
2013;2;5000;TIA;MPL;128;28
2013;3;5023;GLA;SXF;171;6
2012;10;5010;TGD;AMS;127;32
2013;11;5012;BGO;OSL;183;33
2013;2;5008;LPA;LUX;100;20
2013;12;5025;CDG;TXL;96;26
2011;11;5015;SVQ;IST;75;15
2013;2;5005;CGN;MAD;138;28
2012;5;5022;MAN;GLA;201;-9
2010;5;5015;SVQ;null;56;-4
2011;6;5018;JER;LCY;158;23
2012;3;5023;GLA;SXF;170;5
2010;2;5022;MAN;GLA;238;28
2012;1;5016;IST;BHX;92;17
2012;12;5025;CDG;TXL;89;19
2012;1;5015;SVQ;IST;58;-2
2012;3;5020;LPL;LTN;165;10
2010;2;5022;MAN;GLA;237;27
2011;1;5011;AMS;BGO;192;12
2010;3;5004;TBS;CGN;242;2
2010;7;5017;BHX;JER;61;-4
2011;11;5026;TXL;DUS;134;34
2011;4;5018;JER;LCY;149;14
2013;10;5012;null;OSL;146;-4
2010;7;5015;SVQ;IST;81;21
2012;1;5002;BVA;FMM;80;-10
2012;6;5007;BCN;LPA;84;14
2010;5;5001;MPL;BVA;115;-5
2010;5;5008;LPA;LUX;85;5
2011;3;5026;TXL;DUS;107;7
2010;5;5018;JER;LCY;127;-8
2011;4;5004;TBS;CGN;257;17
2012;2;5002;BVA;FMM;103;13
2010;4;5012;BGO;OSL;150;0
2010;10;5022;MAN;GLA;224;14
2010;12;5017;BHX;JER;96;31
2013;11;5001;MPL;BVA;142;22
2012;11;5012;BGO;OSL;160;10
2010;9;5005;CGN;MAD;120;10
2012;10;5007;BCN;LPA;73;3
2010;2;5011;AMS;BGO;192;12
2011;6;5011;AMS;BGO;205;25
2010;11;5003;FMM;TBS;88;33
2011;11;5010;TGD;AMS;94;-1
2010;6;5024;SXF;CDG;112;32
2010;4;5022;MAN;GLA;225;15
2010;2;5003;FMM;TBS;84;29
2010;9;5014;ACE;SVQ;39;-1
2012;7;5022;MAN;GLA;200;-10
2012;7;5000;TIA;MPL;91;-9
2011;8;5022;MAN;GLA;219;9
2010;9;5024;SXF;CDG;82;2
2011;7;5025;CDG;TXL;101;31
2010;10;5022;MAN;GLA;216;6
2011;8;5020;LPL;LTN;170;15
2013;10;5008;LPA;LUX;102;22
2011;2;5020;LPL;LTN;150;-5
2013;4;5013;OSL;ACE;176;6
2013;7;5004;TBS;CGN;256;16
2010;9;5004;TBS;CGN;242;2
2013;10;5019;LCY;LPL;126;-4
2013;6;5005;CGN;MAD;134;24
2011;1;5022;MAN;GLA;210;0
2011;10;5026;TXL;DUS;107;7
2013;9;5010;TGD;AMS;102;7
2012;4;5020;LPL;LTN;185;30
2012;5;5026;TXL;DUS;109;9
2012;2;5001;MPL;BVA;123;3
2013;5;5009;LUX;TGD;106;6
2010;2;5014;ACE;SVQ;47;7
2010;1;5010;TGD;AMS;118;23
2011;8;5009;LUX;TGD;123;23
2011;3;5010;TGD;AMS;92;-3
2010;4;5009;LUX;TGD;93;-7
2013;3;5002;BVA;FMM;118;28
2010;3;5023;GLA;SXF;170;5
2010;5;5015;SVQ;IST;89;29
2013;3;5001;MPL;BVA;141;21
2011;6;5020;LPL;LTN;148;-7
2010;8;5001;MPL;BVA;150;30
2011;5;5012;BGO;OSL;170;20
2012;10;5015;SVQ;IST;64;4
2010;8;5023;GLA;SXF;178;13
2012;9;5002;BVA;FMM;100;10
2013;7;5026;TXL;DUS;122;22
2010;3;5021;LTN;MAN;199;-1
2012;3;5009;LUX;TGD;127;27
2013;11;5011;AMS;BGO;204;24
2013;4;5003;FMM;TBS;64;9
2010;12;5021;LTN;MAN;234;34
2010;3;5020;LPL;LTN;152;-3
2011;9;5021;LTN;MAN;211;11
2010;5;5015;SVQ;null;56;-4
2011;2;5026;TXL;DUS;132;32
2012;6;5025;CDG;TXL;101;31
2013;5;5011;AMS;BGO;202;22
2013;10;5009;LUX;TGD;108;8
2012;12;5012;BGO;OSL;177;27
2010;5;5012;BGO;OSL;160;10
2012;1;5016;IST;BHX;104;29
2010;7;5011;AMS;BGO;193;13
2012;1;5017;BHX;JER;89;24
2013;5;5018;JER;LCY;131;-4
2012;12;5015;SVQ;IST;83;23
2013;3;5003;FMM;TBS;84;29
2010;12;5017;BHX;JER;97;32
2013;2;5020;LPL;LTN;184;29
2010;10;5018;JER;LCY;130;-5
2013;10;5016;IST;BHX;76;1
2012;3;5023;GLA;SXF;174;9
2011;4;5018;JER;LCY;125;-10
2011;6;5012;BGO;OSL;185;35
2010;7;5005;CGN;MAD;117;7
2012;8;5022;MAN;GLA;207;-3
2011;12;5001;MPL;BVA;111;-9
2012;7;5006;MAD;BCN;103;18
2012;8;5010;TGD;AMS;101;6
2010;8;5016;IST;BHX;72;-3
2011;1;5023;GLA;SXF;162;-3
2010;3;5019;LCY;LPL;139;9
2011;5;5022;MAN;GLA;216;6
2012;10;5000;TIA;MPL;91;-9
2013;8;5023;GLA;SXF;171;6
2010;5;5014;ACE;SVQ;50;10
2010;12;5002;BVA;FMM;113;23
2011;7;5012;BGO;OSL;156;6
2010;9;5011;AMS;BGO;191;11
2011;7;5017;BHX;JER;65;0
2012;3;5025;CDG;TXL;105;35
2011;8;5000;TIA;MPL;102;2
2012;11;5003;FMM;TBS;63;8
2011;11;5007;BCN;LPA;65;-5
2011;5;5009;LUX;TGD;128;28
2011;9;5000;TIA;MPL;95;-5
2013;3;5026;TXL;DUS;100;0
2012;7;5002;BVA;FMM;97;7
2010;6;5021;LTN;MAN;223;23
2011;5;5026;TXL;DUS;104;4
2011;5;5016;IST;BHX;76;1
2011;11;5005;CGN;MAD;123;13
2012;3;5024;SXF;CDG;75;-5
2010;3;5006;MAD;BCN;98;13
2013;2;5002;BVA;FMM;90;0
2010;7;5010;TGD;AMS;92;-3
2011;4;5019;LCY;LPL;155;25
2010;6;5022;MAN;GLA;242;32
2010;7;5014;ACE;SVQ;43;3
2012;9;5011;AMS;BGO;184;4
2012;11;5018;JER;LCY;145;10
2013;10;5015;SVQ;IST;64;4
2011;10;5006;MAD;BCN;78;-7
2012;1;5005;CGN;MAD;112;2
2011;10;5018;JER;LCY;153;18
2010;8;5024;SXF;CDG;99;19
2010;7;5007;BCN;LPA;68;-2
2012;7;5022;MAN;GLA;201;-9
2010;2;5014;ACE;SVQ;55;15
2011;8;5009;LUX;TGD;93;-7
2010;7;5001;MPL;BVA;135;15
2010;6;5009;LUX;TGD;123;23
2013;9;5000;TIA;MPL;98;-2
2013;11;5022;MAN;GLA;225;15
2010;10;5023;GLA;SXF;196;31
2013;5;5002;BVA;FMM;89;-1
2012;10;5010;TGD;AMS;129;34
2012;8;5002;BVA;FMM;87;-3
2010;3;5021;LTN;MAN;195;-5
2011;5;5020;LPL;LTN;182;27
2010;8;5023;GLA;SXF;186;21
2011;1;5001;MPL;BVA;110;-10
2013;8;5001;MPL;BVA;115;-5
2011;7;5005;CGN;MAD;128;18
2010;4;5004;TBS;CGN;233;-7
2013;12;5019;LCY;LPL;154;24
2011;5;5018;JER;LCY;154;19
2013;8;5002;BVA;FMM;101;11
2013;11;5004;TBS;CGN;238;-2
2010;1;5016;IST;BHX;73;-2
2010;7;5015;SVQ;IST;90;30
2012;12;5004;TBS;CGN;254;14
2012;11;5009;LUX;TGD;131;31
2013;2;5001;MPL;BVA;124;4
2012;6;5004;TBS;CGN;255;15
2013;10;5019;LCY;LPL;123;-7
2010;10;5019;LCY;LPL;134;4
2011;9;5026;TXL;DUS;133;33
2010;11;5013;OSL;ACE;172;2
2010;6;5020;LPL;LTN;171;16
2013;4;5003;FMM;TBS;79;24
2010;6;5006;MAD;BCN;96;11
2010;6;5016;IST;BHX;94;19
2013;6;5001;MPL;BVA;119;-1
2011;4;5010;TGD;AMS;119;24
2013;6;5004;TBS;CGN;236;-4
2012;1;5020;LPL;LTN;172;17
2012;7;5005;CGN;MAD;127;17
2011;6;5022;MAN;GLA;238;28
2011;5;5000;TIA;MPL;104;4
2012;1;5000;TIA;MPL;114;14
2013;6;5021;LTN;MAN;220;20
2010;7;5023;GLA;SXF;160;-5
2011;1;5014;ACE;SVQ;41;1
2012;1;5017;BHX;JER;64;-1
2013;11;5024;SXF;CDG;78;-2
2011;1;5003;FMM;TBS;68;13
2011;3;5010;TGD;AMS;87;-8
2013;6;5003;FMM;TBS;69;14
2013;6;5020;LPL;LTN;175;20
2011;10;5003;FMM;TBS;61;6
2010;4;5022;MAN;GLA;222;12
2013;11;5014;ACE;SVQ;72;32
2013;2;5007;BCN;LPA;72;2
2012;11;5006;MAD;BCN;95;10
2012;9;5018;JER;LCY;151;16
2013;1;5006;MAD;BCN;85;0
2010;4;5010;TGD;AMS;124;29
2011;9;5021;LTN;MAN;232;32
2013;5;5005;CGN;MAD;102;-8
2012;5;5019;LCY;LPL;127;-3
2010;5;5008;LPA;LUX;87;7
2013;4;5008;LPA;LUX;75;-5
2011;3;5005;CGN;MAD;119;9
2013;4;5011;AMS;BGO;179;-1
2010;12;5021;LTN;MAN;218;18
2012;7;5018;JER;LCY;149;14
2011;9;5024;null;CDG;75;-5
2011;3;5014;ACE;SVQ;36;-4
2013;12;5011;AMS;BGO;174;-6
2011;9;5002;BVA;FMM;89;-1
2010;11;5010;TGD;AMS;95;0
2010;7;5014;ACE;SVQ;69;29
2010;11;5022;MAN;GLA;221;11
2012;6;5025;CDG;TXL;84;14
2011;5;5001;MPL;BVA;145;25
2013;9;5002;BVA;FMM;87;-3
2012;5;5007;BCN;LPA;63;-7
2010;1;5025;CDG;TXL;79;9
2010;6;5022;MAN;GLA;233;23
2013;11;5005;CGN;MAD;118;8
2013;8;5017;BHX;JER;74;9
2013;3;5000;TIA;MPL;127;27
2011;8;5004;TBS;CGN;232;-8
2012;11;5011;AMS;BGO;175;-5
2010;9;5008;LPA;LUX;82;2
2010;5;5008;LPA;LUX;72;-8
2010;8;5002;BVA;FMM;95;5
2011;5;5007;BCN;LPA;79;9
2011;1;5006;MAD;BCN;97;12
2010;8;5018;JER;LCY;148;13
2010;2;5004;TBS;CGN;274;34
2011;12;5022;MAN;GLA;214;4
2011;7;5016;IST;BHX;81;6
2012;3;5017;BHX;JER;73;8
2011;9;5018;JER;LCY;154;19
2011;2;5003;FMM;TBS;45;-10
2010;10;5023;GLA;SXF;189;24
2012;6;5022;MAN;GLA;240;30
2010;5;5015;SVQ;IST;70;10
2010;10;5003;FMM;TBS;57;2
2010;5;5001;MPL;BVA;148;28
2012;1;5016;IST;BHX;107;32
2010;11;5019;LCY;LPL;122;-8
2010;12;5024;SXF;CDG;81;1
2012;3;5008;LPA;LUX;86;6
2011;10;5006;MAD;BCN;88;3
2012;7;5024;SXF;CDG;88;8
2010;1;5001;MPL;BVA;139;19
2013;6;5025;CDG;TXL;83;13
2013;11;5002;BVA;FMM;88;-2
2010;7;5026;TXL;DUS;92;-8
2011;12;5010;TGD;AMS;118;23
2011;7;5023;GLA;SXF;176;11
2012;1;5016;IST;BHX;93;18
2011;6;5020;LPL;LTN;157;2
2010;5;5016;IST;BHX;99;24
2010;11;5002;BVA;FMM;81;-9
2012;7;5016;IST;BHX;97;22
2013;10;5007;BCN;LPA;73;3
2013;5;5014;ACE;SVQ;59;19
2012;5;5001;MPL;BVA;132;12
2010;3;5022;MAN;GLA;224;14
2011;7;5017;BHX;JER;74;9
2010;10;5014;ACE;SVQ;44;4
2012;5;5015;SVQ;IST;74;14
2010;7;5017;BHX;JER;71;6
2012;11;5015;SVQ;IST;67;7
2012;11;5018;JER;LCY;167;32
2013;6;5019;LCY;LPL;150;20
2012;12;5024;SXF;CDG;99;19
2011;1;5001;MPL;BVA;120;0
2012;7;5008;LPA;LUX;90;10
2013;6;5009;LUX;TGD;96;-4
2010;11;5026;TXL;DUS;95;-5
2010;7;5023;GLA;SXF;179;14
2011;3;5008;LPA;LUX;82;2
2011;1;5001;MPL;BVA;146;26
2010;8;5005;CGN;MAD;132;22
2013;2;5002;BVA;FMM;115;25
2010;6;5004;TBS;CGN;230;-10
2013;3;5006;MAD;BCN;96;11
2010;12;5013;OSL;ACE;160;-10
2013;10;5019;LCY;LPL;130;0
2011;3;5022;MAN;GLA;204;-6
2012;12;5023;GLA;SXF;160;-5
2012;6;5002;BVA;FMM;86;-4
2011;10;5001;MPL;BVA;135;15
2010;12;5000;TIA;MPL;111;11
2011;6;5023;GLA;SXF;165;0
2010;8;5004;TBS;CGN;258;18
2013;6;5016;IST;BHX;88;13
2011;1;5021;LTN;MAN;211;11
2010;2;5025;CDG;TXL;83;13
2010;9;5010;TGD;AMS;114;19
2013;1;5024;SXF;CDG;93;13
2012;7;5007;BCN;LPA;101;31
2013;8;5005;CGN;MAD;126;16
2013;11;5002;BVA;FMM;83;-7
2010;2;5014;ACE;SVQ;69;29
2013;6;5002;BVA;FMM;80;-10
2013;1;5026;TXL;DUS;108;8
2013;6;5001;MPL;BVA;131;11
2011;2;5025;CDG;TXL;95;25
2012;4;5008;LPA;LUX;114;34
2013;5;5017;BHX;JER;71;6
2010;11;5022;MAN;GLA;236;26
2010;6;5025;CDG;TXL;76;6
2011;10;5013;OSL;ACE;194;24
2012;6;5021;LTN;MAN;204;4
2013;2;5024;SXF;CDG;87;7
2011;6;5018;JER;LCY;125;-10
2012;2;5002;BVA;FMM;88;-2
2013;3;5020;LPL;LTN;172;17
2013;7;5017;BHX;JER;77;12
2013;4;5007;BCN;LPA;60;-10
2013;11;5010;TGD;AMS;127;32
2011;6;5005;CGN;MAD;138;28
2011;7;5015;SVQ;IST;67;7
2012;11;5009;LUX;TGD;129;29
2012;8;5018;JER;LCY;161;26
2011;10;5023;GLA;SXF;159;-6
2011;2;5017;BHX;JER;57;-8
2010;3;5013;OSL;ACE;165;-5
2010;5;5017;BHX;JER;57;-8
2013;3;5002;BVA;FMM;121;31
2011;10;5025;CDG;TXL;100;30
2013;11;5022;MAN;GLA;221;11
2011;8;5000;TIA;MPL;130;30
2012;1;5020;LPL;LTN;175;20
2011;5;5020;LPL;LTN;162;7
2011;8;5014;ACE;SVQ;64;24
2013;8;5002;BVA;FMM;100;10
2011;6;5020;LPL;LTN;179;24
2012;4;5020;LPL;LTN;178;23
2011;3;5012;BGO;OSL;185;35
2011;5;5004;TBS;CGN;249;9
2010;3;5006;MAD;BCN;91;6
2012;10;5024;SXF;CDG;91;11
2012;5;5021;LTN;MAN;222;22
2010;9;5002;BVA;FMM;84;-6
2013;2;5010;TGD;AMS;94;-1
2012;10;5013;OSL;ACE;200;30
2011;7;5008;LPA;LUX;80;0
2012;8;5024;SXF;CDG;96;16
2010;4;5006;MAD;BCN;80;-5
2011;10;5005;CGN;MAD;119;9
2013;3;5009;LUX;TGD;111;11
2011;11;5014;ACE;SVQ;38;-2
2012;12;5023;GLA;SXF;182;17
2010;2;5013;OSL;ACE;188;18
2012;4;5011;AMS;BGO;185;5
2012;4;5010;TGD;AMS;101;6
2013;5;5011;AMS;BGO;185;5
2010;12;5013;OSL;ACE;160;-10
2013;4;5016;IST;BHX;100;25
2010;9;5012;BGO;OSL;149;-1
2012;5;5011;AMS;BGO;202;22
2011;10;5009;LUX;TGD;130;30
2010;10;5006;MAD;BCN;120;35
2013;7;5003;FMM;TBS;72;17
2012;5;5014;ACE;SVQ;52;12
2011;2;5012;BGO;OSL;156;6
2010;7;5002;BVA;FMM;94;4
2011;2;5023;GLA;SXF;163;-2
2013;3;5010;TGD;AMS;117;22
2012;1;5001;MPL;BVA;114;-6
2012;11;5008;LPA;LUX;84;4
2013;6;5001;MPL;BVA;111;-9
2013;8;5025;CDG;TXL;61;-9
2011;3;5014;ACE;SVQ;65;25
2013;12;5026;TXL;DUS;110;10
2011;2;5009;LUX;TGD;110;10
2012;12;5013;OSL;ACE;175;5
2010;11;5024;SXF;CDG;89;9
2010;5;5011;AMS;BGO;200;20
2010;1;5021;LTN;MAN;232;32
2012;1;5023;GLA;SXF;160;-5
2013;8;5026;TXL;DUS;114;14
2013;5;5026;TXL;DUS;93;-7
2011;4;5000;TIA;MPL;119;19
2011;10;5002;BVA;FMM;119;29
2013;2;5002;BVA;FMM;110;20
2010;2;5022;MAN;GLA;226;16
2013;2;5015;SVQ;null;93;33
2010;3;5011;AMS;BGO;190;10
2011;5;5016;IST;BHX;110;35
2010;11;5023;GLA;SXF;197;32
2011;7;5013;OSL;ACE;202;32
2012;5;5001;MPL;BVA;125;5
2012;12;5022;MAN;GLA;239;29
2011;12;5004;TBS;CGN;265;25
2012;8;5005;CGN;MAD;100;-10
2010;6;5019;LCY;LPL;129;-1
2010;10;5017;BHX;JER;56;-9
2012;7;5020;LPL;LTN;153;-2
2010;4;5011;AMS;BGO;213;33
2012;9;5012;BGO;OSL;178;28
2012;8;5006;MAD;BCN;90;5
2012;1;5004;TBS;CGN;239;-1
2012;2;5011;AMS;BGO;179;-1
2012;11;5025;CDG;TXL;105;35
2013;10;5001;MPL;BVA;112;-8
2012;12;5017;BHX;JER;87;22
2010;6;5010;TGD;AMS;95;0
2013;5;5017;BHX;JER;71;6
2010;1;5011;AMS;BGO;188;8
2013;8;5001;MPL;BVA;134;14
2012;9;5017;BHX;JER;85;20
2013;4;5000;TIA;MPL;95;-5
2012;12;5022;MAN;GLA;218;8
2013;11;5013;OSL;ACE;193;23
2012;11;5025;CDG;TXL;84;14
2013;7;5020;LPL;LTN;168;13
2012;6;5024;SXF;CDG;76;-4
2011;8;5023;GLA;SXF;198;33
2013;11;5026;TXL;DUS;103;3
2012;6;5015;SVQ;IST;95;35
2013;1;5025;CDG;TXL;72;2
2012;1;5023;GLA;SXF;186;21
2011;2;5008;LPA;LUX;85;5
2012;2;5009;LUX;TGD;96;-4
2010;9;5002;BVA;FMM;82;-8
2012;10;5013;OSL;ACE;205;35
2010;3;5008;LPA;LUX;79;-1
2011;4;5007;BCN;LPA;82;12
2012;3;5004;TBS;CGN;270;30
2013;9;5025;CDG;TXL;87;17
2012;4;5015;SVQ;IST;56;-4
2012;4;5023;GLA;SXF;196;31
2011;5;5012;BGO;OSL;185;35
2012;2;5000;TIA;MPL;108;8
2012;9;5010;TGD;AMS;86;-9
2013;3;5012;BGO;OSL;168;18
2011;11;5000;TIA;MPL;113;13
2013;3;5013;OSL;ACE;171;1
2013;3;5000;TIA;MPL;120;20
2013;12;5018;JER;LCY;142;7
2012;7;5008;LPA;LUX;108;28
2011;12;5010;TGD;AMS;122;27
2012;5;5010;TGD;AMS;87;-8
2010;2;5003;FMM;TBS;78;23
2012;9;5005;CGN;MAD;134;24
2013;1;5024;SXF;CDG;87;7
2010;12;5001;MPL;BVA;118;-2
2013;1;5020;LPL;LTN;170;15
2010;1;5002;BVA;FMM;116;26
2011;12;5008;LPA;LUX;81;1
2011;2;5004;TBS;CGN;261;21
2010;4;5017;BHX;JER;59;-6
2010;4;5009;LUX;TGD;135;35
2012;8;5000;TIA;MPL;105;5
2010;11;5024;SXF;CDG;99;19
2011;2;5018;JER;LCY;150;15
2013;3;5009;LUX;TGD;95;-5
2010;12;5008;LPA;LUX;105;25
2012;10;5001;MPL;BVA;149;29
2013;6;5021;LTN;MAN;202;2
2012;6;5016;IST;BHX;72;-3
2010;10;5007;BCN;LPA;96;26
2011;11;5004;TBS;CGN;248;8
2010;8;5018;JER;LCY;148;13
2010;8;5002;BVA;FMM;89;-1
2012;7;5026;TXL;DUS;103;3
2013;4;5024;SXF;CDG;82;2
2013;10;5024;SXF;CDG;71;-9
2012;7;5021;LTN;MAN;200;0
2012;2;5017;BHX;JER;73;8
2013;8;5020;LPL;LTN;154;-1
2013;4;5004;TBS;CGN;264;24
2012;11;5011;AMS;BGO;180;0
2010;9;5006;MAD;BCN;101;16
2012;4;5006;MAD;BCN;98;13
2011;7;5013;OSL;ACE;163;-7
2013;5;5024;SXF;CDG;94;14
2011;11;5004;TBS;CGN;230;-10
2010;2;5021;LTN;MAN;200;0
2011;3;5018;JER;LCY;144;9
2013;2;5010;TGD;AMS;92;-3
2011;7;5019;LCY;LPL;121;-9
2012;8;5005;CGN;MAD;130;20
2011;10;5024;SXF;CDG;76;-4
2010;4;5006;MAD;BCN;115;30
2012;3;5014;ACE;SVQ;46;6
2013;4;5008;LPA;LUX;82;2
2011;10;5020;LPL;LTN;151;-4
2012;9;5026;TXL;DUS;131;31
2011;12;5022;MAN;GLA;224;14
2012;9;5002;BVA;FMM;101;11
2011;2;5013;OSL;ACE;185;15
2013;11;5003;FMM;TBS;83;28
2010;6;5000;TIA;MPL;105;5
2010;6;5024;SXF;CDG;100;20
2013;6;5022;MAN;GLA;229;19
2010;2;5022;MAN;GLA;230;20
2011;12;5016;IST;BHX;105;30
2010;1;5002;BVA;FMM;119;29
2013;6;5001;MPL;BVA;110;-10
2010;12;5020;LPL;LTN;164;9
2012;6;5023;GLA;SXF;195;30
2011;1;5001;MPL;BVA;148;28
2013;9;5001;MPL;BVA;122;2
2012;2;5019;LCY;LPL;150;20
2012;7;5010;TGD;AMS;124;29
2013;9;5025;CDG;TXL;104;34
2010;12;5024;null;CDG;88;8
2013;5;5001;MPL;BVA;118;-2
2012;10;5025;CDG;TXL;87;17
2010;11;5011;AMS;BGO;172;-8
2013;12;5016;IST;BHX;96;21
2010;3;5010;TGD;AMS;120;25
2012;5;5025;CDG;TXL;66;-4
2010;1;5023;GLA;SXF;166;1
2012;10;5017;BHX;JER;72;7
2013;12;5011;AMS;BGO;210;30
2011;7;5024;SXF;CDG;114;34
2010;11;5026;TXL;DUS;119;19
2012;7;5009;LUX;TGD;95;-5
2011;6;5023;GLA;SXF;155;-10
2013;6;5006;MAD;BCN;88;3
2010;10;5012;BGO;OSL;185;35
2011;6;5016;IST;BHX;105;30
2012;9;5003;FMM;TBS;90;35
2012;5;5002;BVA;FMM;125;35
2010;3;5019;LCY;LPL;151;21
2012;12;5000;TIA;MPL;131;31
2012;11;5008;LPA;LUX;108;28
2013;10;5014;ACE;SVQ;68;28
2010;12;5017;BHX;JER;93;28
2013;9;5022;MAN;GLA;234;24
2013;1;5020;LPL;LTN;157;2
2011;8;5009;LUX;TGD;130;30
2012;12;5000;TIA;MPL;135;35
2013;3;5005;CGN;MAD;121;11
2012;2;5015;SVQ;IST;55;-5
2012;4;5004;TBS;CGN;257;17
2013;5;5000;TIA;MPL;112;12
2011;1;5026;TXL;DUS;99;-1
2010;10;5010;TGD;AMS;122;27
2011;10;5021;LTN;MAN;213;13
2011;11;5010;TGD;AMS;130;35
2012;1;5010;TGD;AMS;120;25
2012;3;5004;TBS;CGN;240;0
2010;1;5007;BCN;LPA;78;8
2012;6;5000;TIA;MPL;128;28
2012;10;5013;OSL;ACE;200;30
2012;6;5004;TBS;CGN;250;10
2013;12;5023;GLA;SXF;172;7
2010;1;5019;LCY;LPL;138;8
2010;11;5025;CDG;TXL;72;2
2012;2;5013;OSL;ACE;189;19
2012;1;5005;CGN;MAD;145;35
2012;4;5004;TBS;CGN;273;33
2010;7;5022;MAN;GLA;227;17
2010;4;5015;SVQ;IST;68;8
2013;6;5005;CGN;MAD;140;30
2012;11;5022;MAN;GLA;213;3
2010;3;5024;null;CDG;75;-5
2012;9;5007;BCN;LPA;88;18
2010;3;5011;AMS;BGO;172;-8
2010;1;5025;CDG;TXL;79;9
2013;7;5024;SXF;CDG;106;26
2012;2;5004;TBS;CGN;247;7
2010;4;5000;TIA;MPL;119;19
2013;11;5001;MPL;BVA;133;13
2011;5;5025;CDG;TXL;102;32
2013;9;5016;IST;BHX;83;8
2010;4;5001;MPL;BVA;134;14
2013;4;5010;TGD;AMS;102;7
2010;7;5010;TGD;AMS;126;31
2012;11;5008;LPA;LUX;102;22
2013;2;5018;JER;LCY;128;-7
2012;2;5017;BHX;JER;65;0
2010;6;5000;TIA;MPL;112;12
2010;3;5022;MAN;GLA;222;12
2012;7;5009;LUX;TGD;114;14
2011;9;5017;BHX;JER;70;5
2010;8;5011;AMS;BGO;189;9
2010;12;5009;LUX;TGD;102;2
2013;11;5021;LTN;MAN;219;19
2013;3;5007;BCN;LPA;74;4
2013;1;5007;BCN;LPA;82;12
2013;4;5013;OSL;ACE;181;11
2010;11;5017;BHX;JER;82;17
2013;3;5008;LPA;LUX;73;-7
2011;1;5023;GLA;SXF;158;-7
2010;5;5016;IST;BHX;70;-5
2012;12;5013;OSL;ACE;201;31
2012;5;5024;SXF;CDG;109;29
2013;1;5011;AMS;BGO;174;-6
2011;9;5014;ACE;SVQ;55;15
2012;3;5004;TBS;CGN;242;2
2012;9;5010;TGD;AMS;124;29
2010;5;5021;LTN;MAN;196;-4
2013;6;5024;SXF;CDG;106;26
2013;7;5026;TXL;DUS;109;9
2011;3;5021;LTN;MAN;229;29
2010;8;5006;MAD;BCN;111;26
2011;2;5006;MAD;BCN;75;-10
2010;10;5003;FMM;TBS;90;35
2010;4;5007;BCN;LPA;101;31
2012;3;5020;LPL;LTN;160;5
2011;8;5001;MPL;BVA;137;17
2010;11;5008;LPA;LUX;81;1
2010;5;5002;BVA;FMM;112;22
2010;4;5011;AMS;BGO;185;5
2013;1;5015;SVQ;IST;88;28
2011;5;5007;BCN;LPA;73;3
2012;1;5026;TXL;DUS;101;1
2011;10;5003;FMM;TBS;89;34
2011;2;5000;TIA;MPL;127;27
2013;10;5019;LCY;LPL;142;12
2012;4;5005;CGN;MAD;136;26
2013;5;5014;ACE;SVQ;41;1
2011;11;5013;OSL;ACE;201;31
2011;1;5001;MPL;null;117;-3
2011;9;5022;MAN;GLA;210;0
2013;8;5016;IST;BHX;65;-10
2010;5;5015;SVQ;IST;65;5
2013;5;5019;LCY;LPL;133;3
2012;3;5006;MAD;BCN;106;21
2013;7;5000;TIA;MPL;107;7
2013;9;5006;MAD;BCN;79;-6
2012;12;5013;OSL;ACE;179;9
2011;12;5011;AMS;BGO;198;18
2010;11;5026;TXL;DUS;96;-4
2013;5;5015;SVQ;IST;89;29
2012;4;5014;ACE;SVQ;60;20
2010;1;5010;TGD;AMS;100;5
2010;5;5000;TIA;MPL;125;25
2012;12;5019;LCY;LPL;127;-3
2012;1;5000;TIA;MPL;103;3
2010;8;5015;SVQ;IST;80;20
2012;6;5019;LCY;LPL;156;26
2010;5;5021;LTN;MAN;209;9
2012;2;5000;TIA;MPL;121;21
2011;6;5008;LPA;LUX;108;28
2012;5;5011;AMS;BGO;183;3
2011;1;5010;TGD;AMS;99;4
2010;8;5018;JER;LCY;134;-1
